Albedo_01,Albedo_02,Albedo_03,Albedo_04,Albedo_05,Albedo_06,Albedo_07,Albedo_08,Albedo_09,Albedo_10,Albedo_11,Albedo_12,ET_03,ET_04,ET_05,ET_06,ET_07,ET_08,ET_09,ET_10,ET_11,Id,LST_Day_01,LST_Day_02,LST_Day_03,LST_Day_04,LST_Day_05,LST_Day_06,LST_Day_07,LST_Day_08,LST_Day_09,LST_Day_10,LST_Day_11,LST_Day_12,LST_Night_01,LST_Night_02,LST_Night_03,LST_Night_04,LST_Night_05,LST_Night_06,LST_Night_07,LST_Night_08,LST_Night_09,LST_Night_10,LST_Night_11,LST_Night_12,crop,ele,unuse
0.277156436,0.25442933,0.2300635,0.220346359,0.208447123,0.20089097,0.199292728,0.187024326,0.186518173,0.206689151,0.222298159,0.228683677,,,,,,,,,,10474,279.8185268,288.8080143,299.9335294,308.5099696,314.6945578,320.5246024,321.6748666,315.6478363,309.4268343,301.5307582,290.6993293,280.7627695,260.4432966,266.7027762,275.1389649,281.2286107,286.2137454,290.9950616,293.0217455,292.1044879,286.9664587,278.2479457,270.3312078,262.8152912,5,1119.881881,8
0.65550303,0.679165592,0.391223333,0.222180221,0.220602725,0.220081321,0.221219783,0.224730096,0.229304641,0.232652504,0.286149967,0.609281397,3.090083739,2.080242392,1.426297907,1.229545089,0.978132984,0.875570047,1.347866266,2.579989521,5.420083377,25089,255.1902034,262.8373157,288.7783528,307.0849364,315.4077817,322.0305046,322.7088269,319.2402767,308.7734179,294.0150768,278.2422941,258.5532196,244.6949692,249.810332,268.1089733,277.5469194,282.6769116,289.1224449,291.808959,287.9854149,280.315204,271.3020133,262.755079,249.7637874,5,409.9819174,9
0.333432935,0.278699616,0.249281146,0.232483271,0.230831393,0.229501043,0.225856357,0.223326078,0.217561719,0.222255745,0.278788321,0.351294633,5.941022764,5.142188321,4.833901795,5.510426152,6.476668603,7.319525687,6.864942126,5.711371059,5.99295179,6693,275.4219316,283.7875069,293.7254759,301.4943983,307.2445799,310.6748723,311.2066543,307.8893515,300.5689142,293.6757006,283.4893693,275.0715406,254.5291378,258.1716265,264.6649717,270.8397205,274.8910559,280.7512126,284.2174448,282.4457192,276.3580711,269.4730369,262.3766692,255.9501984,5,2231.625837,9
0.518525204,0.517058491,0.268256947,0.208588188,0.199119002,0.196505764,0.195408225,0.194187656,0.198367215,0.205202275,0.249547647,0.392401156,,,,,,,,,,13019,274.0346549,283.7685304,297.2360626,307.874399,314.7826906,320.1528918,320.7454572,316.3453275,308.4299115,298.3466909,287.2775826,275.9407685,257.2097553,263.7254453,272.5301467,278.9400238,283.5751005,288.4086605,290.6740764,289.0993734,283.6846054,275.6281478,267.8667555,259.858945,5,1606.013291,11
0.311940391,0.288961657,0.259439492,0.252085038,0.244280084,0.237278891,0.235148106,0.240335624,0.245910858,0.260310228,0.272135722,0.282464805,,,,,,,,,,3917,282.1740407,292.1695487,303.9840165,311.5103224,316.6588863,318.9702557,321.5104338,318.3462934,313.3600445,304.773538,293.5271591,283.6130728,257.733963,264.4982658,273.4586764,279.8368575,284.3271091,288.3425877,290.6443701,289.047632,283.2680076,274.2105426,266.425372,259.2218371,5,1277.03221,12
0.303556124,0.269440112,0.251365046,0.238762996,0.236200773,0.229305638,0.225982598,0.228359111,0.235905356,0.247979772,0.254710058,0.285703558,1.196454074,0.740998536,0.819211014,3.1716772,6.957857232,6.930118458,4.17799581,1.445779532,2.790568074,14289,275.1278516,285.2870705,296.6993384,305.4737918,313.2876051,316.4905452,316.4110229,313.7247029,307.1269131,297.6993865,285.6452628,275.8629431,256.8019167,262.4147395,270.781783,277.8338998,283.3345231,289.5382049,292.1634855,289.8990602,282.6829062,273.4392447,265.8081461,257.8890312,5,1183.488367,12
0.317830554,0.289509052,0.241046135,0.230064076,0.217352834,0.207636657,0.204342356,0.205487543,0.212972826,0.231094485,0.244240529,0.251840684,0.688525595,0.608447767,0.814323658,1.785978878,2.288384919,2.510847686,2.45016468,1.245895334,2.712217866,8993,279.974539,289.184325,301.2892784,309.456699,316.2349919,321.5729519,320.916047,317.5954042,311.4588319,302.6634579,291.3532776,281.1464584,257.4405432,264.379399,272.8807196,279.30462,284.1857983,288.5674461,290.6544425,288.7840788,283.5845941,274.6746401,266.6383903,259.4272326,5,1151.125418,13
0.37008427,0.30359779,0.254224962,0.237207053,0.239607223,0.234562188,0.232990437,0.230596376,0.230253632,0.233553068,0.251710326,0.355160323,3.676502341,3.144572064,3.083985291,4.688957703,6.967588869,6.82891317,5.028085056,3.624031144,4.58814443,9591,273.6411098,283.391438,295.7062406,304.7952601,311.1384365,314.6157235,315.9934865,312.3114581,305.1432753,296.3604876,285.3202765,273.962955,258.0605455,262.7637634,269.8620418,276.047561,280.8281408,286.4954286,289.4802743,287.3015973,281.0421883,273.4869558,266.5335107,259.5240564,5,1799.503599,13
0.353607347,0.220963191,0.226238783,0.216424126,0.211953829,0.204122147,0.201759855,0.205212045,0.210568072,0.219736552,0.235110902,0.322852321,0.808433125,0.952119149,1.848736938,2.339339069,2.678662958,3.204029818,3.695060368,2.118590795,2.401803103,21554,274.4615871,287.94771,302.8052565,313.6090702,321.8978173,328.3037091,329.9469933,325.7427699,315.3489493,302.3032483,288.3070509,275.4656287,258.7468731,267.5129701,279.0048268,286.976481,293.1598587,300.020967,302.1547429,299.2580904,291.052408,280.5412657,270.3270092,260.8057712,5,-56.4439962,15
0.330805097,0.303319179,0.281192676,0.267712042,0.25781752,0.243834647,0.242428876,0.237865667,0.239392156,0.257610466,0.277766005,0.300091674,2.998550725,3.267213115,4.993055556,7.916901408,8.435616438,7.825,5.726582278,3.150769231,3.541176471,1286,279.4418273,286.764443,297.1808898,303.9348863,307.2311822,308.3163869,310.7682988,308.8259128,305.2495974,298.5493791,288.9617278,281.0633218,257.5675273,261.0304949,267.8959503,273.2317896,276.1815512,280.3073289,282.8023403,281.3315221,278.0816738,271.1647462,264.7890974,259.2695035,5,2413.839946,17
